loan_id,customer_id,segment,industry,region,rating_grade,outstanding_balance_vnd,undrawn_commitment_vnd,collateral_type,ltv,dscr,leverage,revenue_growth,cash_flow_margin,dpd,rating_downgrade_notches,pd_12m,lgd,ccf,ead_vnd,ifrs9_stage,lifetime_pd,ecl_vnd,default_flag
LN00501,CUS00367,Retail Mortgage,Energy,HCMC,A,1586000000000,126458102768,Inventory,0.8848,0.955,4.758,0.0906,0.1699,0,0,0.01688,0.559685,0.75,1680843577076,1,0.025319,15879438239,0
LN00502,CUS00406,SME,Healthcare,Hanoi,A,907000000000,95612379753,Unsecured,0.7654,1.278,3.252,0.0051,0.2602,5,0,0.013362,0.717899,0.4,945244951901,1,0.020044,9067636569,0
LN00503,CUS00536,SME,Healthcare,Dong Nai,B,2262000000000,197238744686,Machinery,0.829,0.981,2.506,0.0126,-0.0226,0,2,0.201062,0.540159,0.4,2340895497874,2,0.603187,762703001671,0
LN00504,CUS00331,Retail Mortgage,Retail,Hai Phong,B,2840000000000,866144641064,Real Estate,0.4758,1.175,1.806,0.0884,0.0866,0,0,0.122424,0.416539,0.75,3489608480798,1,0.183636,177950734986,0
LN00505,CUS00084,Large Corporate,Energy,Binh Duong,B,2124000000000,445963594255,Unsecured,0.6325,2.509,3.944,-0.0056,0.0754,0,0,0.133593,0.671387,0.4,2302385437702,1,0.200389,206506775157,0
LN00506,CUS00642,Consumer Finance,Retail,Da Nang,B,306000000000,126270242034,Receivables,1.0556,1.961,4.382,0.3128,0.1331,0,0,0.139902,0.619449,0.75,400702681525,1,0.209853,34725733365,1
LN00507,CUS00063,Large Corporate,Retail,Hanoi,B,1397000000000,523362134263,Machinery,0.9554,1.2,3.245,0.1498,0.0205,0,0,0.123533,0.58438,0.4,1606344853705,1,0.185299,115961953545,0
LN00508,CUS00633,Retail Mortgage,Construction,Can Tho,BBB,1812000000000,44674812097,Real Estate,0.5237,1.351,2.246,0.1289,0.1062,0,1,0.03125,0.433306,0.75,1845506109072,1,0.046875,24989666969,0
LN00509,CUS00111,Retail Mortgage,Healthcare,Hanoi,BBB,45000000000,9181577746,Cash,0.6439,1.93,2.729,0.023,0.02,0,0,0.025,0.325362,0.75,51886183309,1,0.0375,422044308,0
LN00510,CUS00131,SME,Construction,Da Nang,AAA,2349000000000,133168877967,Machinery,0.6061,1.285,3.127,-0.169,0.103,0,0,0.00203,0.462147,0.4,2402267551186,1,0.003046,2254158472,0
LN00511,CUS00244,Consumer Finance,Agriculture,Binh Duong,BB,1276000000000,335140972084,Inventory,0.7415,1.721,1.331,0.1266,0.0359,0,0,0.055,0.509532,0.75,1527355729063,1,0.0825,42803012508,0
LN00512,CUS00615,Retail Mortgage,Agriculture,Dong Nai,B,1410000000000,123985823762,Receivables,1.3628,2.169,6.114,0.1162,0.0187,5,0,0.174843,0.726972,0.75,1502989367821,1,0.262265,191039004582,0
LN00513,CUS00219,SME,Healthcare,HCMC,BBB,2525000000000,340456395592,Inventory,0.8054,2.028,5.39,-0.1977,-0.0897,5,0,0.034254,0.531879,0.4,2661182558236,1,0.051381,48484131519,0
LN00514,CUS00647,Retail Mortgage,Transport,Binh Duong,BBB,842000000000,151678431499,Receivables,0.8615,1.829,3.056,0.2491,0.0947,0,0,0.025167,0.551522,0.75,955758823624,1,0.03775,13265953247,0
LN00515,CUS00022,Large Corporate,Transport,Can Tho,B,817000000000,72730359175,Real Estate,0.841,2.817,2.952,-0.0809,0.0427,0,1,0.15,0.544341,0.4,846092143670,1,0.225,69084427913,0
LN00516,CUS00445,SME,Energy,Dong Nai,BB,1388000000000,584696869463,Real Estate,0.6079,1.662,4.176,0.1767,-0.0195,65,3,0.163595,0.462757,0.4,1621878747785,2,0.490786,368352839038,0
LN00517,CUS00153,Retail Mortgage,Manufacturing,Da Nang,AA,778000000000,67107620381,Machinery,0.7103,2.169,0.2,-0.2094,0.0908,0,0,0.005,0.498618,0.75,828330715285,1,0.0075,2065104960,0
LN00518,CUS00522,Retail Mortgage,F&B,Da Nang,BBB,2394000000000,954309278214,Cash,0.9115,1.857,3.758,-0.1812,0.1116,0,0,0.027274,0.419016,0.75,3109731958660,1,0.040912,35539280378,0
LN00519,CUS00463,Large Corporate,Technology,Can Tho,BBB,1533000000000,362499391709,Unsecured,0.3533,1.944,1.378,0.119,-0.0015,5,0,0.027083,0.573659,0.4,1677999756683,1,0.040625,26070428955,0
LN00520,CUS00043,Large Corporate,Retail,Hai Phong,BBB,2342000000000,165682919502,Receivables,0.5802,2.031,2.303,0.3388,0.1578,0,0,0.025,0.453065,0.4,2408273167800,1,0.0375,27277633673,0
LN00521,CUS00526,SME,Transport,Binh Duong,BB,1773000000000,326282971817,Receivables,0.9086,1.348,2.549,0.1563,0.1017,0,0,0.055,0.568027,0.4,1903513188726,1,0.0825,59468603259,0
LN00522,CUS00282,Consumer Finance,F&B,HCMC,BB,487000000000,15636062625,Real Estate,0.9365,2.157,3.423,0.1329,0.1575,0,1,0.071542,0.57777,0.75,498727046968,1,0.107313,20614703939,0
LN00523,CUS00525,Consumer Finance,Manufacturing,Can Tho,BB,2226000000000,913933580432,Unsecured,1.0185,1.825,4.274,-0.2028,0.0228,0,0,0.06341,0.806475,0.75,2911450185324,1,0.095115,148887119777,0
LN00524,CUS00193,Large Corporate,Energy,Hai Phong,CCC,861000000000,183821100662,Unsecured,0.966,0.839,2.956,0.0938,-0.038,0,1,0.430863,0.788083,0.4,934528440264,1,0.646295,317324748305,0
LN00525,CUS00414,Large Corporate,Energy,Can Tho,B,2289000000000,31008701108,Receivables,1.1114,2.657,2.416,0.3568,-0.0273,0,0,0.12,0.638998,0.4,2301403480443,1,0.18,176471145486,0
LN00526,CUS00588,Large Corporate,Agriculture,Can Tho,B,97000000000,24774754711,Cash,0.8504,2.095,3.354,0.6523,0.0534,0,1,0.155098,0.397629,0.4,106909901884,1,0.232647,6593290791,0
LN00527,CUS00618,Large Corporate,Energy,Hai Phong,BBB,262000000000,63016439471,Receivables,0.8862,2.044,1.81,-0.0035,0.1179,0,0,0.025,0.560184,0.4,287206575788,1,0.0375,4022210769,0
LN00528,CUS00401,Large Corporate,Retail,HCMC,AA,1164000000000,107846384844,Receivables,0.7957,1.629,4.85,-0.0857,0.1116,0,0,0.00611,0.528478,0.4,1207138553937,1,0.009165,3897930913,0
LN00529,CUS00208,SME,Manufacturing,Binh Duong,CCC,283000000000,49538245538,Receivables,0.9618,1.587,4.028,-0.0327,0.1389,0,0,0.31453,0.586636,0.4,302815298215,1,0.471795,55873942481,0
LN00530,CUS00041,Large Corporate,Technology,Dong Nai,BB,586000000000,117539417839,Real Estate,0.3808,2.139,1.498,0.0832,0.1614,0,0,0.055,0.38328,0.4,633015767135,1,0.0825,13344209415,0
LN00531,CUS00098,Large Corporate,Technology,Hai Phong,A,1220000000000,214708611939,Unsecured,1.0234,0.841,2.442,0.1376,0.0271,0,0,0.015447,0.808184,0.4,1305883444775,1,0.02317,16302601710,0
LN00532,CUS00567,Large Corporate,Real Estate,Hanoi,BB,1123000000000,445999589791,Machinery,0.7066,1.008,2.713,0.3447,0.1425,35,2,0.123051,0.497305,0.4,1301399835916,2,0.369153,238912811252,0
LN00533,CUS00200,Retail Mortgage,Construction,Hai Phong,CCC,1337000000000,246734299053,Cash,0.9195,2.123,3.513,0.0916,0.0128,0,0,0.29724,0.421835,0.75,1522050724289,1,0.44586,190843997117,0
LN00534,CUS00286,Large Corporate,F&B,Can Tho,AA,1341000000000,404489862862,Machinery,0.6201,1.204,3.547,0.3087,0.148,5,0,0.005745,0.467045,0.4,1502795945144,1,0.008617,4032132878,0
LN00535,CUS00546,SME,Real Estate,HCMC,A,1206000000000,67376955474,Machinery,0.8435,1.466,3.1,0.0562,0.0774,0,1,0.015144,0.545216,0.4,1232950782189,1,0.022717,10180497016,0
LN00536,CUS00207,Retail Mortgage,Real Estate,HCMC,BBB,2627000000000,783221592364,Cash,1.0633,1.663,2.649,0.0086,0.0093,0,0,0.025,0.472153,0.75,3214416194273,1,0.0375,37942408059,0
LN00537,CUS00046,Large Corporate,Retail,Hai Phong,BBB,1729000000000,21741961358,Real Estate,1.0191,1.893,2.985,0.0212,0.1249,15,0,0.03125,0.606702,0.4,1737696784543,1,0.046875,32945771724,0
LN00538,CUS00324,Large Corporate,Transport,Hanoi,BB,778000000000,218698140951,Unsecured,0.8269,2.305,2.637,-0.0377,0.1155,0,0,0.055,0.739412,0.4,865479256380,1,0.0825,35197030248,0
LN00539,CUS00583,Large Corporate,Technology,HCMC,BBB,1142000000000,334006733198,Unsecured,0.7992,1.951,3.433,0.2295,-0.0958,0,0,0.026298,0.729731,0.4,1275602693279,1,0.039447,24479704418,0
LN00540,CUS00494,SME,Construction,Hanoi,BBB,2854000000000,499034595948,Unsecured,0.5175,2.641,2.102,0.155,0.1268,15,0,0.03125,0.631111,0.4,3053613838379,1,0.046875,60223993399,0
LN00541,CUS00250,Consumer Finance,Healthcare,Binh Duong,BBB,1568000000000,360580045336,Receivables,0.8378,1.15,3.136,0.0517,0.2238,0,0,0.026405,0.543242,0.75,1838435034002,1,0.039608,26371099144,0
LN00542,CUS00285,SME,Manufacturing,Da Nang,AA,829000000000,56580711880,Inventory,0.8948,1.843,3.573,0.2954,0.04,65,1,0.012011,0.563192,0.4,851632284752,2,0.036032,17282113893,0
LN00543,CUS00228,SME,Real Estate,Binh Duong,BB,2656000000000,971351638191,Receivables,0.8505,1.403,3.062,-0.084,0.0973,65,3,0.156244,0.547675,0.4,3044540655276,2,0.468732,781572922415,0
LN00544,CUS00607,Large Corporate,Agriculture,Binh Duong,B,2581000000000,7018247183,Receivables,0.9141,1.943,2.811,0.1703,0.1961,0,0,0.12,0.569947,0.4,2583807298873,1,0.18,176716027285,0
LN00545,CUS00493,Large Corporate,Retail,Hanoi,B,1747000000000,569950184715,Real Estate,0.5295,2.615,3.228,0.1921,0.0904,0,0,0.12328,0.435332,0.4,1974980073886,1,0.184921,105993034718,0
LN00546,CUS00086,SME,Transport,Can Tho,CCC,1930000000000,383335117530,Machinery,1.0139,0.904,3.124,0.1016,-0.0577,15,0,0.420424,0.604879,0.4,2083334047012,1,0.630636,529803209154,0
LN00547,CUS00195,SME,F&B,Hanoi,B,2266000000000,740963205372,Machinery,0.8398,2.413,1.9,0.1302,0.0657,0,0,0.12,0.543921,0.4,2562385282148,1,0.18,167248363807,0
LN00548,CUS00040,Retail Mortgage,Agriculture,Hanoi,AAA,2014000000000,366648432664,Inventory,0.8022,1.324,3.908,0.0713,0.0113,0,3,0.003718,0.530784,0.75,2288986324498,2,0.011154,13551180921,0
LN00549,CUS00490,Large Corporate,Healthcare,Hanoi,BBB,1047000000000,363384038960,Receivables,0.8518,1.291,2.695,-0.1672,0.0713,0,0,0.025,0.548142,0.4,1192353615584,1,0.0375,16339487059,0
LN00550,CUS00166,SME,Transport,Hanoi,B,117000000000,36721870391,Unsecured,0.9008,1.538,2.338,-0.1815,0.1234,0,0,0.12,0.765281,0.4,131688748156,1,0.18,12093468615,0
LN00551,CUS00392,SME,Construction,Binh Duong,A,1630000000000,517902177646,Receivables,0.9308,1.764,5.615,-0.1172,0.1326,5,0,0.016765,0.575773,0.4,1837160871058,1,0.025148,17734153671,0
LN00552,CUS00007,Retail Mortgage,Energy,HCMC,BBB,366000000000,17997439613,Unsecured,1.0322,0.918,2.098,0.136,0.0318,0,1,0.036899,0.811267,0.75,379498079709,1,0.055349,11360318350,0
LN00553,CUS00218,Large Corporate,Real Estate,HCMC,B,1713000000000,404666949030,Unsecured,0.6665,1.062,3.849,0.2332,0.0749,0,2,0.20545,0.683272,0.4,1874866779612,2,0.61635,789571079479,0
LN00554,CUS00128,Retail Mortgage,Manufacturing,Da Nang,A,1064000000000,470635083594,Machinery,0.7226,2.21,2.11,0.1539,0.07,5,0,0.013,0.502921,0.75,1416976312695,1,0.0195,9264158811,0
LN00555,CUS00618,SME,Real Estate,Binh Duong,AA,1989000000000,602193750298,Receivables,0.9072,1.916,3.202,0.0583,-0.116,0,0,0.005121,0.567528,0.4,2229877500119,1,0.007682,6480893607,0
LN00556,CUS00626,Consumer Finance,F&B,Hanoi,CCC,1382000000000,375858667503,Receivables,0.5565,1.369,5.013,-0.0065,0.148,0,0,0.347643,0.444777,0.75,1663894000627,1,0.521464,257276728158,0
LN00557,CUS00463,Retail Mortgage,Transport,Binh Duong,CCC,1873000000000,733735912308,Real Estate,0.3401,2.404,3.485,0.0614,0.1605,65,1,0.669615,0.369039,0.75,2423301934231,2,0.99,885348849478,0
LN00558,CUS00455,SME,Technology,HCMC,BB,771000000000,1085644588,Unsecured,1.0216,0.951,0.652,-0.0318,0.1919,35,2,0.125523,0.807568,0.4,771434257835,2,0.376569,234597273466,0
LN00559,CUS00533,Retail Mortgage,Energy,Binh Duong,BB,1428000000000,274979001830,Real Estate,1.0701,1.269,5.952,0.0507,0.1978,0,0,0.074485,0.624538,0.75,1634234251372,1,0.111728,76022491784,0
LN00560,CUS00247,Large Corporate,Agriculture,HCMC,B,358000000000,48547211933,Receivables,0.6673,1.477,1.636,0.1571,0.0556,0,0,0.12,0.483562,0.4,377418884773,1,0.18,21900670512,0
LN00561,CUS00548,Large Corporate,Construction,Dong Nai,A,121000000000,8724810875,Unsecured,1.2394,1.288,3.301,-0.0463,0.0856,35,0,0.019434,0.883791,0.4,124489924350,2,0.058301,6414401575,0
LN00562,CUS00576,Retail Mortgage,Construction,Can Tho,BB,918000000000,384918299471,Inventory,1.0772,1.876,1.313,-0.0282,0.0288,5,1,0.073333,0.627027,0.75,1206688724603,1,0.11,55485904976,0
LN00563,CUS00002,Large Corporate,Retail,Da Nang,BBB,1193000000000,47071190874,Real Estate,0.9284,2.28,5.335,-0.0343,0.1471,35,2,0.05909,0.574923,0.4,1211828476349,2,0.177269,123504984662,0
LN00564,CUS00552,Large Corporate,Agriculture,Can Tho,AA,1737000000000,249848942448,Receivables,0.9776,1.251,4.784,0.1429,-0.0028,0,0,0.00607,0.592175,0.4,1836939576979,1,0.009105,6603046162,0
LN00565,CUS00127,Retail Mortgage,Manufacturing,Da Nang,BBB,898000000000,201982379937,Inventory,0.5891,2.005,4.461,0.2913,0.1295,0,0,0.029382,0.45619,0.75,1049486784952,1,0.044073,14067082052,0
LN00566,CUS00231,SME,Healthcare,Dong Nai,CCC,2029000000000,266149605538,Machinery,0.5544,1.987,3.098,0.1183,0.0472,5,1,0.376631,0.444045,0.4,2135459842215,1,0.564946,357136555321,0
LN00567,CUS00074,Retail Mortgage,Manufacturing,Binh Duong,BB,1606000000000,216160854424,Unsecured,1.0253,0.686,3.358,0.1116,0.0247,0,0,0.07997,0.808857,0.75,1768120640818,1,0.119955,114369587151,0
LN00568,CUS00469,SME,F&B,Dong Nai,BB,2873000000000,1107005682479,Machinery,0.9812,1.571,3.659,0.0834,-0.0154,15,1,0.08685,0.593436,0.4,3315802272991,1,0.130274,170895458596,0
LN00569,CUS00386,SME,Manufacturing,Hai Phong,A,1194000000000,482075278093,Receivables,0.9404,2.762,3.88,0.3262,-0.0121,0,1,0.016268,0.579125,0.4,1386830111237,1,0.024402,13065504444,0
LN00570,CUS00414,Consumer Finance,Manufacturing,HCMC,BB,1458000000000,639145562413,Real Estate,0.9499,1.877,3.615,0.3389,0.0757,0,2,0.086562,0.582473,0.75,1937359171809,2,0.259686,293045072125,0
LN00571,CUS00648,SME,Retail,Dong Nai,AA,2819000000000,756253033154,Inventory,1.0048,2.604,3.896,-0.4663,0.0734,0,1,0.006788,0.601674,0.4,3121501213261,1,0.010182,12748218043,0
LN00572,CUS00608,Large Corporate,Real Estate,HCMC,BBB,501000000000,110294297514,Real Estate,0.5739,1.479,1.741,0.3124,0.105,0,0,0.025,0.450852,0.4,545117719005,1,0.0375,6144187856,0
LN00573,CUS00066,Large Corporate,Energy,Binh Duong,BBB,409000000000,59858392792,Machinery,0.7601,0.733,1.812,0.0371,0.0656,15,1,0.046836,0.516046,0.4,432943357116,1,0.070254,10464001192,0
LN00574,CUS00322,Retail Mortgage,Agriculture,Hanoi,B,510000000000,172930135524,Unsecured,0.6594,2.013,5.18,0.3452,0.197,5,0,0.161386,0.68079,0.75,639697601643,1,0.242079,70283657638,0
LN00575,CUS00308,Large Corporate,Healthcare,Hanoi,AA,361000000000,91377509244,Machinery,0.8818,1.682,4.85,0.0531,0.0243,0,2,0.00861,0.558621,0.4,397551003697,2,0.02583,5736262359,1
LN00576,CUS00523,Consumer Finance,Agriculture,HCMC,CCC,2701000000000,649174760246,Inventory,1.0396,2.208,4.452,-0.0724,0.2523,130,0,0.935443,0.613865,0.75,3187881070184,3,0.935443,1830595388249,1
LN00577,CUS00391,Large Corporate,Real Estate,Dong Nai,BB,582000000000,78493847229,Machinery,1.0993,0.6,2.418,0.0048,0.0634,5,0,0.085975,0.634763,0.4,613397538891,1,0.128963,33475411358,0
LN00578,CUS00198,SME,Energy,Dong Nai,B,2773000000000,530764716806,Inventory,0.9312,1.567,1.57,0.3441,0.1457,130,0,0.38,0.575924,0.4,2985305886722,3,0.38,653337907656,1
LN00579,CUS00092,SME,Agriculture,Da Nang,BBB,630000000000,89688156238,Receivables,0.8959,1.278,4.229,0.0496,0.0776,5,0,0.03077,0.563568,0.4,665875262495,1,0.046155,11546958413,0
LN00580,CUS00314,Large Corporate,F&B,Binh Duong,B,1122000000000,4979996651,Machinery,1.0943,0.762,5.771,0.0187,0.116,65,0,0.331931,0.633009,0.4,1123991998660,2,0.99,704381846711,0
LN00581,CUS00545,Large Corporate,Technology,Binh Duong,B,2871000000000,739199624823,Inventory,0.8182,2.229,3.557,0.1129,0.0347,0,1,0.158015,0.536385,0.4,3166679849929,1,0.237023,268398404897,0
LN00582,CUS00380,SME,Energy,Dong Nai,BB,1063000000000,4543114209,Machinery,1.1539,1.481,3.131,0.2031,0.1457,5,0,0.060446,0.653868,0.4,1064817245683,1,0.090669,42085548747,0
LN00583,CUS00090,SME,Healthcare,Da Nang,B,751000000000,148346534778,Receivables,0.7133,2.291,2.407,0.5127,-0.0363,65,0,0.25,0.499642,0.4,810338613911,2,0.75,303659341610,0
LN00584,CUS00011,Retail Mortgage,Transport,Hai Phong,BBB,327000000000,11285406214,Unsecured,0.8089,1.815,3.82,0.0126,0.0747,0,2,0.039959,0.733118,0.75,335464054660,2,0.119876,29481728569,0
LN00585,CUS00251,SME,Manufacturing,Dong Nai,BB,2808000000000,1261015212425,Cash,1.086,1.25,1.594,0.2194,0.2022,5,1,0.073333,0.480112,0.4,3312406084970,1,0.11,116623860188,0
LN00586,CUS00362,SME,Agriculture,Hanoi,BB,2489000000000,502512721518,Real Estate,0.4742,2.422,6.016,0.1135,-0.0825,0,0,0.074907,0.415957,0.4,2690005088607,1,0.112361,83815674607,0
LN00587,CUS00223,Large Corporate,Energy,Da Nang,BBB,1386000000000,570089975653,Real Estate,0.6504,2.485,3.272,-0.0097,0.0697,0,1,0.032067,0.477629,0.4,1614035990261,1,0.0481,24720410329,0
LN00588,CUS00191,Retail Mortgage,Agriculture,Hai Phong,B,1898000000000,762279047027,Real Estate,0.8088,1.91,2.807,0.2798,0.0933,0,0,0.12,0.533093,0.75,2469709285270,1,0.18,157990033780,0
LN00589,CUS00187,SME,Construction,Binh Duong,BBB,349000000000,83094615144,Machinery,1.0153,1.463,3.341,0.069,0.0974,0,0,0.026023,0.605343,0.4,382237846057,1,0.039034,6021271488,0
LN00590,CUS00405,Consumer Finance,Construction,Hai Phong,B,1801000000000,131158608926,Unsecured,0.6994,1.444,4.387,-0.1506,0.2151,0,0,0.139979,0.694783,0.75,1899368956694,1,0.209968,184722420362,0
LN00591,CUS00399,Large Corporate,Real Estate,HCMC,BB,1965000000000,848613711103,Machinery,0.95,1.77,1.566,0.0945,0.0726,15,1,0.0825,0.582502,0.4,2304445484441,1,0.12375,110743342045,0
LN00592,CUS00492,Retail Mortgage,Construction,Da Nang,A,639000000000,98951864411,Machinery,0.755,2.632,3.382,0.4008,0.1384,0,0,0.01255,0.514261,0.75,713213898308,1,0.018825,4603159985,0
LN00593,CUS00106,Retail Mortgage,Construction,Dong Nai,BBB,2531000000000,173685005904,Machinery,0.6989,1.771,3.493,-0.2777,0.1503,15,0,0.03273,0.494601,0.75,2661263754428,1,0.049096,43081864958,0
LN00594,CUS00094,Large Corporate,Healthcare,Can Tho,BB,2578000000000,736056990185,Cash,0.8446,1.838,3.94,0.6128,0.1482,65,0,0.120785,0.395596,0.4,2872422796074,2,0.362354,411749683437,0
LN00595,CUS00253,SME,Energy,Da Nang,AA,2596000000000,1144981255373,Unsecured,0.8872,2.371,4.569,0.1514,0.1266,0,2,0.008442,0.760513,0.4,3053992502149,2,0.025325,58818943278,0
LN00596,CUS00312,Large Corporate,Manufacturing,Hanoi,B,2707000000000,907222942981,Real Estate,0.6808,1.947,4.737,0.1496,0.0699,0,2,0.205019,0.48828,0.4,3069889177192,2,0.615058,921949712119,0
LN00597,CUS00645,SME,Real Estate,Dong Nai,A,1358000000000,220343537302,Machinery,0.9714,0.957,1.583,-0.05,0.0947,0,0,0.014331,0.589998,0.4,1446137414920,1,0.021497,12227520087,0
LN00598,CUS00547,SME,Real Estate,Dong Nai,BB,782000000000,67891189834,Unsecured,1.0103,1.564,3.413,0.3135,0.0503,0,0,0.057727,0.803599,0.4,809156475933,1,0.086591,37536418932,0
LN00599,CUS00430,Large Corporate,Manufacturing,Binh Duong,A,2916000000000,331363971067,Cash,1.1307,1.048,6.371,-0.1904,0.1589,5,2,0.025316,0.495759,0.4,3048545588426,2,0.075947,114782040810,0
LN00600,CUS00408,Retail Mortgage,Agriculture,Hai Phong,CCC,2456000000000,302989077764,Machinery,0.7162,2.245,2.965,0.1413,0.0822,95,0,0.723333,0.500662,0.75,2683241808323,3,0.723333,971723308878,1
LN00601,CUS00526,Consumer Finance,Agriculture,Hai Phong,BB,1795000000000,606400373510,Machinery,0.5904,2.436,2.295,0.1636,0.109,0,0,0.055,0.456644,0.75,2249800280132,1,0.0825,56504619343,0
LN00602,CUS00137,Large Corporate,Agriculture,Da Nang,BB,1215000000000,387238259625,Machinery,0.9581,1.481,2.924,0.2074,0.1067,0,0,0.055,0.58534,0.4,1369895303850,1,0.0825,44101977631,0
LN00603,CUS00627,SME,Real Estate,Da Nang,B,862000000000,207369371067,Machinery,1.0348,1.804,2.139,-0.026,0.1984,0,1,0.15,0.612177,0.4,944947748426,1,0.225,86771338050,0
LN00604,CUS00598,SME,Real Estate,Hanoi,BBB,1458000000000,143869340777,Real Estate,0.8062,2.135,3.011,0.3,0.0724,95,1,0.070866,0.532172,0.4,1515547736310,3,0.070866,57155407928,1
LN00605,CUS00445,Consumer Finance,Energy,Da Nang,BB,2567000000000,732718045974,Inventory,0.5002,1.482,3.403,0.22,-0.0366,15,0,0.071411,0.425058,0.75,3116538534480,1,0.107117,94599082767,0
LN00606,CUS00182,Large Corporate,Technology,Can Tho,A,1883000000000,156783494987,Machinery,0.6717,2.031,2.511,-0.2106,0.0977,5,0,0.013,0.485099,0.4,1945713397994,1,0.0195,12270237392,0
LN00607,CUS00113,Large Corporate,Healthcare,Can Tho,BBB,297000000000,56987695847,Machinery,0.5735,2.021,1.361,0.2461,0.1767,0,0,0.025,0.450737,0.4,319795078338,1,0.0375,3603585147,0
LN00608,CUS00088,Large Corporate,Real Estate,HCMC,AAA,1098000000000,70476252811,Real Estate,0.9031,1.737,3.034,0.5225,0.0478,0,1,0.002508,0.566089,0.4,1126190501124,1,0.003762,1599068290,0
LN00609,CUS00426,Retail Mortgage,Healthcare,HCMC,A,1261000000000,188255123610,Machinery,0.8883,1.954,2.499,-0.1564,0.1969,0,0,0.012,0.560902,0.75,1402191342707,1,0.018,9437911133,0
LN00610,CUS00174,Large Corporate,Retail,Hanoi,AAA,1580000000000,104784698718,Receivables,1.1108,1.58,2.37,0.2086,0.0357,35,1,0.003667,0.63878,0.4,1621913879487,2,0.011,11396501470,0
LN00611,CUS00309,SME,F&B,Binh Duong,BBB,1368000000000,72856857409,Cash,1.2482,1.227,4.711,-0.0696,0.133,0,0,0.030133,0.536875,0.4,1397142742963,1,0.0452,22602587420,0
LN00612,CUS00151,Retail Mortgage,Transport,Da Nang,B,2046000000000,609256390249,Inventory,1.0712,2.716,2.154,0.0627,0.059,0,2,0.18,0.624934,0.75,2502942292686,2,0.54,844653972246,0
LN00613,CUS00424,Retail Mortgage,Technology,Binh Duong,A,277000000000,14105896878,Receivables,0.5607,2.19,3.96,0.2054,0.1851,0,0,0.013382,0.446261,0.75,287579422658,1,0.020074,1717442816,0
LN00614,CUS00540,Large Corporate,Transport,Binh Duong,B,1009000000000,173985245037,Unsecured,1.0954,1.148,2.669,-0.1429,0.0946,0,0,0.124954,0.833389,0.4,1078594098014,1,0.187431,112319577347,0
LN00615,CUS00143,Retail Mortgage,Retail,Da Nang,B,1483000000000,1912695678,Machinery,0.8872,1.796,0.2,-0.0823,0.1146,0,1,0.15,0.560513,0.75,1484434521758,1,0.225,124806620606,0
LN00616,CUS00435,Consumer Finance,Agriculture,Da Nang,BBB,995000000000,94357656822,Receivables,0.8166,1.945,5.492,0.2857,0.1729,0,1,0.038725,0.535802,0.75,1065768242616,1,0.058087,22113388795,0
LN00617,CUS00144,SME,Construction,Dong Nai,AA,1955000000000,736735371897,Real Estate,0.684,1.701,2.824,0.1347,0.1819,15,0,0.00625,0.489402,0.4,2249694148758,1,0.009375,6881279517,0
LN00618,CUS00165,SME,F&B,Hanoi,BB,1383000000000,276306992668,Unsecured,0.9708,1.745,3.02,0.1285,0.1081,5,0,0.059714,0.789788,0.4,1493522797067,1,0.08957,70436154013,0
LN00619,CUS00217,SME,Energy,Hai Phong,BBB,2271000000000,727022144613,Receivables,0.8368,2.516,2.853,0.2013,0.1479,0,0,0.025,0.542886,0.4,2561808857845,1,0.0375,34769281556,0
LN00620,CUS00381,SME,Retail,Dong Nai,BB,2292000000000,624083023702,Unsecured,0.7835,2.547,4.203,-0.1792,0.1065,0,0,0.062937,0.724221,0.4,2541633209480,1,0.094405,115847524480,0
LN00621,CUS00034,Large Corporate,F&B,HCMC,BBB,1487000000000,403624700308,Real Estate,0.6772,1.692,2.849,0.3002,0.1889,15,0,0.03125,0.487025,0.4,1648449880123,1,0.046875,25088611877,0
LN00622,CUS00401,SME,Healthcare,Dong Nai,BBB,1983000000000,40763094728,Cash,0.9576,1.28,6.284,0.2488,0.094,0,0,0.034851,0.43516,0.4,1999305237891,1,0.052277,30321240556,0
LN00623,CUS00156,Retail Mortgage,Manufacturing,Dong Nai,BBB,1359000000000,249076096535,Real Estate,0.645,1.547,3.482,-0.0161,0.023,0,1,0.032697,0.475766,0.75,1545807072401,1,0.049045,24046669305,0
LN00624,CUS00350,Consumer Finance,Construction,Hai Phong,BBB,885000000000,321577330491,Machinery,0.7478,1.267,1.225,0.3258,0.2646,0,1,0.03125,0.51173,0.75,1126182997868,1,0.046875,18009409903,0
LN00625,CUS00016,Large Corporate,Transport,HCMC,B,1766000000000,31798253773,Cash,0.7797,0.989,3.526,0.6923,-0.0677,0,3,0.23782,0.372904,0.4,1778719301509,2,0.713461,473232725697,0
LN00626,CUS00472,SME,F&B,Da Nang,B,2045000000000,86608403027,Real Estate,0.3367,1.3,6.207,0.1571,0.1451,0,0,0.166174,0.367829,0.4,2079643361210,1,0.249261,127115373778,0
LN00627,CUS00525,Retail Mortgage,F&B,Can Tho,CCC,2665000000000,1108299805962,Receivables,1.3463,1.258,1.873,0.0926,0.0713,0,0,0.28,0.721196,0.75,3496224854471,1,0.42,706009308526,0
LN00628,CUS00575,SME,Transport,Hanoi,BB,1694000000000,385679914370,Unsecured,1.0497,1.71,6.049,-0.023,-0.0115,5,1,0.093455,0.817404,0.4,1848271965748,1,0.140183,141190432041,0
